Refludan|Lepirudin
Tolnaftate Cream USP 1% for Athlete's Foot|Tolnaftate
Tolnaftate Cream USP, 1%|Tolnaftate
Tolnaftate D|Tolnaftate
Topcare Tolnaftate Antifungal|Tolnaftate
Walgreens Tolnaftate|Tolnaftate
Western Family Antifungal|Tolnaftate
Wick Storm Tea Tree Antifungal Foot Body Wash|Tolnaftate
Winco Foods Tolnaftate|Tolnaftate
Woodwards Mycocide Clinical Ns|Tolnaftate
Xtracare Antifungal Foot|Tolnaftate
Zeasorb Af|Tolnaftate
Eloxatin|Oxaliplatin
Oxaliplatin|Oxaliplatin
Cvs Hemorrhoidal Topical Analgesic|Cinchocaine
Dibucaine|Cinchocaine
Nupercainal|Cinchocaine
Nupercainal Anesthetic Ont 1%|Cinchocaine
Foscarnet Sodium|Foscarnet
Foscavir|Foscarnet
Tarceva|Erlotinib
Teva-erlotinib|Erlotinib
Cyclophosphamide|Cyclophosphamide
Cytoxan Pws for Inj 1000mg/vial|Cyclophosphamide
Cytoxan Pws for Inj 2000mg/vial|Cyclophosphamide
Cytoxan Tab 25mg|Cyclophosphamide
Cytoxan Tab 50mg|Cyclophosphamide
Procytox 1000mg/vial|Cyclophosphamide
Procytox 2000mg/vial|Cyclophosphamide
Procytox 200mg/vial|Cyclophosphamide
Procytox 500mg/vial|Cyclophosphamide
Procytox for Injection 2000mg Pws IV|Cyclophosphamide
Procytox Pws 500mg|Cyclophosphamide
Procytox Tab 25mg|Cyclophosphamide
Procytox Tab 50mg|Cyclophosphamide
Procytox Tablets 50mg|Cyclophosphamide
Procytox Vial 1000mg|Cyclophosphamide
Procytox Vial 200mg|Cyclophosphamide
Vioxx Suspension  12.5mg/5ml|Rofecoxib
Vioxx Tab 12.5mg|Rofecoxib
Vioxx Tab 25mg|Rofecoxib
Cefdinir|Cefdinir
Guanidine Hydrochloride|Guanidine
Act Ciprofloxacin|Ciprofloxacin
Apo-ciproflox|Ciprofloxacin
Auro-ciprofloxacin|Ciprofloxacin
Ciloxan|Ciprofloxacin
Ciloxan 0.3% - Ont|Ciprofloxacin
Cipro|Ciprofloxacin
Cipro 100 - Tab 100mg|Ciprofloxacin
Cipro 250 - Tab 250mg|Ciprofloxacin
Cipro 500 - Tab 500mg|Ciprofloxacin
Cipro 750 - Tab 750mg|Ciprofloxacin
Cipro HC|Ciprofloxacin
Cipro Hc|Ciprofloxacin
Cipro Hc Otic Suspension|Ciprofloxacin
Cipro I.V. - Liq 10mg/ml|Ciprofloxacin
Cipro I.V. Minibags 2mg/ml|Ciprofloxacin
Cipro IV 10mg/ml|Ciprofloxacin
Cipro Oral Suspension 10%|Ciprofloxacin
Cipro Tab 100mg|Ciprofloxacin
Cipro Tab 250mg|Ciprofloxacin
Cipro Tab 500mg|Ciprofloxacin
Cipro Tab 750mg|Ciprofloxacin
Cipro XL|Ciprofloxacin
Ciprodex|Ciprofloxacin
Ciprofloxacin|Ciprofloxacin
Ciprofloxacin Extended-Release|Ciprofloxacin
Ciprofloxacin Hydrochloride|Ciprofloxacin
Ciprofloxacin Injection|Ciprofloxacin
Ciprofloxacin Injection USP|Ciprofloxacin
Ciprofloxacin Injection, USP|Ciprofloxacin
Ciprofloxacin Intravenous Infusion|Ciprofloxacin
Ciprofloxacin Intravenous Infusion BP|Ciprofloxacin
Ciprofloxacin Intravenous Infusion, BP|Ciprofloxacin
Ciprofloxacin Omega|Ciprofloxacin
Ciprofloxacin Otic|Ciprofloxacin
Ciprofloxacin Tablets|Ciprofloxacin
Ciprofloxacin Tablets USP - 100 mg|Ciprofloxacin
Ciprofloxacin Tablets USP - 250 mg|Ciprofloxacin
Ciprofloxacin Tablets USP - 500 mg|Ciprofloxacin
Ciprofloxacin Tablets USP - 750 mg|Ciprofloxacin
Ciprofloxacin-250|Ciprofloxacin
Ciprofloxacin-500|Ciprofloxacin
Ciprofloxacin-750|Ciprofloxacin
Dom-ciprofloxacin|Ciprofloxacin
Ipg-ciprofloxacin|Ciprofloxacin
Jamp-ciprofloxacin|Ciprofloxacin
Mar-ciprofloxacin|Ciprofloxacin
Mint-ciproflox|Ciprofloxacin
Mint-ciprofloxacin|Ciprofloxacin
Mylan-ciprofloxacin|Ciprofloxacin
Mylan-ciprofloxacin XL|Ciprofloxacin
Nu-ciproflox|Ciprofloxacin
Nu-ciprofloxacin Tablets|Ciprofloxacin
PHL-ciprofloxacin|Ciprofloxacin
PMS-ciprofloxacin|Ciprofloxacin
PMS-ciprofloxacin 0.3%|Ciprofloxacin
PMS-ciprofloxacin XL|Ciprofloxacin
Pro-ciprofloxacin|Ciprofloxacin
Proquin XR|Ciprofloxacin
Ran-ciproflox|Ciprofloxacin
Ran-ciprofloxacin|Ciprofloxacin
Ratio-ciprofloxacin|Ciprofloxacin
Riva-ciprofloxacin|Ciprofloxacin
Sandoz Ciprofloxacin|Ciprofloxacin
Septa-ciprofloxacin|Ciprofloxacin
Taro-ciprofloxacin|Ciprofloxacin
Teva-ciprofloxacin|Ciprofloxacin
Van-ciprofloxacin|Ciprofloxacin
Optimark|Gadoversetamide
Fareston|Toremifene
Apo-nortriptyline - Cap 10mg|Nortriptyline
Apo-nortriptyline - Cap 25mg|Nortriptyline
Ava-nortriptyline|Nortriptyline
Aventyl|Nortriptyline
Dom-nortriptyline 10mg Capsules|Nortriptyline
Dom-nortriptyline 25mg Capsules|Nortriptyline
Gen-nortriptyline Capsules 10mg|Nortriptyline
Gen-nortriptyline Capsules 25mg|Nortriptyline
Nortriptyline|Nortriptyline
Nortriptyline Hydrochloride|Nortriptyline
Nortriptyline-10|Nortriptyline
Nortriptyline-25|Nortriptyline
Norventyl|Nortriptyline
Nu-nortriptyline - Cap 10mg|Nortriptyline
Nu-nortriptyline - Cap 25mg|Nortriptyline
Pamelor|Nortriptyline
PMS-nortriptyline|Nortriptyline
Ratio-nortriptyline|Nortriptyline
Teva-nortriptyline|Nortriptyline
Oncovin Solution 1mg/ml|Vincristine
Vincasar Pfs|Vincristine
Vincristine Sulfate|Vincristine
Vincristine Sulfate Inj 1mg/ml USP|Vincristine
Vincristine Sulfate Inj 5mg/vial USP|Vincristine
Vincristine Sulfate Injection|Vincristine
Vincristine Sulfate Injection USP|Vincristine
Benazepril|Benazepril
Benazepril Hydrochloride|Benazepril
Benazepril Hydrochloride and Hydrochlorothiazide|Benazepril
Lotensin|Benazepril
Lotensin 10mg|Benazepril
Lotensin 20mg|Benazepril
Lotensin 5mg|Benazepril
Lotensin Hct|Benazepril
PMS-benazepril|Benazepril
Amoxapine|Amoxapine
Asendin - Tab 100mg|Amoxapine
Asendin - Tab 25mg|Amoxapine
Asendin - Tab 50mg|Amoxapine
Asendin Tab 100mg|Amoxapine
Asendin Tab 25mg|Amoxapine
Asendin Tab 50mg|Amoxapine
Actikerall|Fluorouracil
Adrucil|Fluorouracil
Adrucil Inj 50mg/ml|Fluorouracil
Carac|Fluorouracil
Efudex|Fluorouracil
Efudex Crm 5%|Fluorouracil
Fluoroplex|Fluorouracil
Fluoroplex Cream 1%|Fluorouracil
Fluorouracil|Fluorouracil
Fluorouracil Inj 50mg/ml|Fluorouracil
Fluorouracil Injection|Fluorouracil
Fluorouracil Injection USP|Fluorouracil
Tolak|Fluorouracil
Mestinon|Pyridostigmine
Mestinon Tab 60mg USP|Pyridostigmine
Mestinon-sr|Pyridostigmine
Pyridostigmine Bromide|Pyridostigmine
Regonol|Pyridostigmine
Regonol Inj 5mg/ml|Pyridostigmine
Desoxi Cream 0.05%|Desoximetasone
Desoxi Cream 0.25%|Desoximetasone
Desoxi Gel 0.05%|Desoximetasone
Desoximetasone|Desoximetasone
Topicort|Desoximetasone
Topicort 0.25%|Desoximetasone
Topicort Crm 2.5mg/gm|Desoximetasone
Topicort Gel|Desoximetasone
Topicort Gel 0.05%|Desoximetasone
Topicort Mild|Desoximetasone
Topicort Mild .05%|Desoximetasone
Topicort Mild Cream 0.5mg/gm|Desoximetasone
Topicort Ointment|Desoximetasone
Topicort Ointment 2.5mg/gm|Desoximetasone
Azelaic Acid|Azelaic Acid
Azelex|Azelaic Acid
Finacea|Azelaic Acid
Finacea Foam|Azelaic Acid
Accolate|Zafirlukast
Accolate Tab 20 mg|Zafirlukast
Zafirlukast|Zafirlukast
Apo-propylthiouracil|Propylthiouracil
PMS-propylthiouracil|Propylthiouracil
Propyl-thyracil|Propylthiouracil
Propylthiouracil|Propylthiouracil
Lithostat|Acetohydroxamic Acid
Nipent|Pentostatin
Nipent Pws 10mg/vial|Pentostatin
8-mop|Methoxsalen
Methoxsalen|Methoxsalen
Oxsoralen|Methoxsalen
Oxsoralen Cap 10mg|Methoxsalen
Oxsoralen Lot 10mg/ml|Methoxsalen
Oxsoralen-ultra|Methoxsalen
Oxsoralen-ultra Cap 10mg|Methoxsalen
Ultra Mop Lotion 1%|Methoxsalen
Ultramop Cap 10mg|Methoxsalen
Uvadex|Methoxsalen
Alti-piroxicam-cap 10mg|Piroxicam
Alti-piroxicam-cap 20mg|Piroxicam
Apo Piroxicam Cap 10mg|Piroxicam
Apo Piroxicam Cap 20mg|Piroxicam
Dom-piroxicam|Piroxicam
Feldene|Piroxicam
Feldene Cap 10mg|Piroxicam
Feldene Cap 20mg|Piroxicam
Feldene Sup 10mg|Piroxicam
Feldene Sup 20mg|Piroxicam
Fexicam|Piroxicam
Gen-piroxicam - Cap 20mg|Piroxicam
Gen-piroxicam-cap 10mg|Piroxicam
Nu-pirox Cap 10mg|Piroxicam
Nu-pirox Cap 20mg|Piroxicam
Penta-piroxicam Capsules|Piroxicam
Piroxicam|Piroxicam
Piroxicam Capsules 10mg|Piroxicam
Piroxicam Capsules 20mg|Piroxicam
PMS-piroxicam|Piroxicam
PMS-piroxicam Suppositories -20mg|Piroxicam
PMS-piroxicam Suppositories-10mg|Piroxicam
Pro-piroxicam Cap 10mg|Piroxicam
Pro-piroxicam Cap 20mg|Piroxicam
Rho-piroxicam - 10mg Cap|Piroxicam
Rho-piroxicam - Cap 20mg|Piroxicam
Teva-piroxicam|Piroxicam
Apo-lamotrigine|Lamotrigine
Auro-lamotrigine|Lamotrigine
Dom-lamotrigine|Lamotrigine
Lamictal|Lamotrigine
Lamictal - Tab 200mg|Lamotrigine
Lamictal ODT|Lamotrigine
Lamictal XR|Lamotrigine
Lamotrigine|Lamotrigine
Lamotrigine Extended Release|Lamotrigine
Lamotrigine-100|Lamotrigine
Lamotrigine-150|Lamotrigine
Lamotrigine-25|Lamotrigine
Mylan-lamotrigine|Lamotrigine
Nu-lamotrigine|Lamotrigine
PHL-lamotrigine|Lamotrigine
PMS-lamotrigine|Lamotrigine
Ratio-lamotrigine|Lamotrigine
Teva-lamotrigine|Lamotrigine
Definity|Perflutren
Apo Hydroxyzine Cap 10mg|Hydroxyzine
Apo Hydroxyzine Cap 25mg|Hydroxyzine
Apo Hydroxyzine Cap 50mg|Hydroxyzine
Atarax Cap 10mg|Hydroxyzine
Atarax Cap 25mg|Hydroxyzine
Atarax Cap 50mg|Hydroxyzine
Atarax Im Sol 50mg/ml|Hydroxyzine
Atarax Syrup 2mg/ml|Hydroxyzine
Hydoxyzine Pamoate|Hydroxyzine
Hydroxyzine|Hydroxyzine
Hydroxyzine Hcl|Hydroxyzine
Hydroxyzine Hydrochloride|Hydroxyzine
Hydroxyzine Hydrochloride Injection USP|Hydroxyzine
Hydroxyzine Hydrochloride Injection, USP|Hydroxyzine
Hydroxyzine Pamoate|Hydroxyzine
Hydroxyzine-10|Hydroxyzine
Hydroxyzine-25|Hydroxyzine
Hydroxyzine-50|Hydroxyzine
Multipax Cap 10mg|Hydroxyzine
Multipax Cap 25mg|Hydroxyzine
Novo-hydroxyzin|Hydroxyzine
Nu-hydroxyzine|Hydroxyzine
PMS Hydroxyzine Cap 10mg|Hydroxyzine
PMS Hydroxyzine Cap 25mg|Hydroxyzine
PMS Hydroxyzine Cap 50mg|Hydroxyzine
PMS Hydroxyzine Syr 10mg/5ml|Hydroxyzine
Riva-hydroxyzin 10mg Capsules|Hydroxyzine
Riva-hydroxyzin 25mg Capsules|Hydroxyzine
Riva-hydroxyzin 50mg Capsules|Hydroxyzine
Vistaril|Hydroxyzine
Relenza|Zanamivir
Accel-bosentan|Bosentan
Act Bosentan|Bosentan
Apo-bosentan|Bosentan
Bosentan Tablets|Bosentan
Ipg-bosentan|Bosentan
Mar-bosentan|Bosentan
Mylan-bosentan|Bosentan
PMS-bosentan|Bosentan
Sandoz Bosentan|Bosentan
Teva-bosentan|Bosentan
Tracleer|Bosentan
Tigecycline|Tigecycline
Tygacil|Tigecycline
Dopram|Doxapram
Dopram Inj 20mg/ml|Doxapram
Dopram Injectable Liq 20mg/ml|Doxapram
Apo-methotrexate|Methotrexate
Jamp-methotrexate|Methotrexate
Methotrexate|Methotrexate
Methotrexate Dbl Inj 10mg/ml|Methotrexate
Methotrexate Dbl Inj 2.5mg/ml|Methotrexate
Methotrexate Dbl Inj 25mg/ml|Methotrexate
Methotrexate Injection BP|Methotrexate
Methotrexate Injection USP|Methotrexate
Methotrexate Injection, BP|Methotrexate
Methotrexate Injection, USP|Methotrexate
Methotrexate Pf/sa Injection|Methotrexate
Methotrexate Sod Inj 25mg/ml USP|Methotrexate
Methotrexate Sodium|Methotrexate
Methotrexate Sodium Inj 20mg|Methotrexate
Methotrexate Sodium Inj 25.0mg/ml|Methotrexate
Methotrexate Sodium Inj 25mg/ml|Methotrexate
Methotrexate Sodium Inj 25mg/ml USP|Methotrexate
Methotrexate Sodium Injection|Methotrexate
Methotrexate Sodium Injection USP|Methotrexate
Methotrexate Tab 2.5mg|Methotrexate
Methotrexate Tab 2.5mg USP|Methotrexate
Methotrexate Tablets, USP|Methotrexate
Methotrexate-liq Im IV Iar Int Ivr 25mg/ml|Methotrexate
Methotrexate-pws Im IV Iar Int Ivr 20mg/vial|Methotrexate
Metoject|Methotrexate
Otrexup|Methotrexate
Rasuvo|Methotrexate
Ratio-methotrexate Sodium|Methotrexate
Rheumatrex Dose Pack|Methotrexate
Rheumatrex Tab 2.5mg|Methotrexate
Rheumatrex-tab 2.5mg|Methotrexate
Trexall|Methotrexate
Apo Carbamazepine Tab 200mg|Carbamazepine
Apo-carbamazepine CR|Carbamazepine
Bio-carbamazepine|Carbamazepine
Carbamazepine|Carbamazepine
Carbamazepine 200 Tab 200mg|Carbamazepine
Carbamazepine 200mg Tablets|Carbamazepine
Carbamazepine CR|Carbamazepine
Carbamazepine ER|Carbamazepine
Carbamazepine-cr   -(200mg)|Carbamazepine
Carbamazepine-cr   -(400mg)|Carbamazepine
Carbatrol|Carbamazepine
Dom-carbamazepine|Carbamazepine
Dom-carbamazepine CR|Carbamazepine
Epitol|Carbamazepine
Equetro|Carbamazepine
Mazepine|Carbamazepine
Mylan-carbamazepine CR|Carbamazepine
Nu-carbamazepine Tab 200mg|Carbamazepine
PHL-carbamazepine CR|Carbamazepine
PMS-carbamazepine|Carbamazepine
PMS-carbamazepine CR|Carbamazepine
PMS-carbamazepine-cr|Carbamazepine
Sandoz-carbamazepine Chewtabs|Carbamazepine
Sandoz-carbamazepine CR|Carbamazepine
Taro-carbamazepine|Carbamazepine
Taro-carbamazepine Chewable Tablets 100mg|Carbamazepine
Taro-carbamazepine Chewable Tablets 200mg|Carbamazepine
Taro-carbamazepine CR 200 mg|Carbamazepine
Taro-carbamazepine CR 400 mg|Carbamazepine
Taro-carbamazepine Tab 200mg|Carbamazepine
Tegretol|Carbamazepine
Tegretol - Sus 100mg/5ml|Carbamazepine
Tegretol 200mg|Carbamazepine
Tegretol Chewtabs 100mg|Carbamazepine
Tegretol Chewtabs 200mg|Carbamazepine
Tegretol CR Tab 200mg|Carbamazepine
Tegretol CR Tab 400mg|Carbamazepine
Tegretol XR|Carbamazepine
Teva-carbamazepine|Carbamazepine
Cisatracurium|Cisatracurium besylate
Cisatracurium Besylate|Cisatracurium besylate
Nimbex|Cisatracurium besylate
Chemet|Succimer
Apo-cephalex|Cephalexin
Cephalexin|Cephalexin
Cephalexin Tab 250mg|Cephalexin
Cephalexin Tab 500mg|Cephalexin
Cephalexin USP|Cephalexin
Dom-cephalexin - Tab 250mg|Cephalexin
Dom-cephalexin - Tab 500mg|Cephalexin
Dom-cephalexin 125 - Sus 125mg/5ml|Cephalexin
Dom-cephalexin 250 - Sus 250mg/5ml|Cephalexin
Keflex|Cephalexin
Nu-cephalex Tab 250mg|Cephalexin
Nu-cephalex Tab 500mg|Cephalexin
Penta-cephalexin - 250mg|Cephalexin
Penta-cephalexin - 500mg|Cephalexin
PMS-cephalexin - Tab 250mg|Cephalexin
PMS-cephalexin - Tab 500mg|Cephalexin
PMS-cephalexin 125 - Sus 125mg/5ml|Cephalexin
PMS-cephalexin 250 - Sus 250mg/5ml|Cephalexin
Stcc-cephalexin -tab 250mg|Cephalexin
Stcc-cephalexin -tab 500mg|Cephalexin
Stcc-cephalexin 125 - Orl Sus 125mg/5ml|Cephalexin
Stcc-cephalexin 250 - Sus Orl 250mg/5ml|Cephalexin
Teva-cephalexin|Cephalexin
Teva-cephalexin 125|Cephalexin
Teva-cephalexin 250|Cephalexin
Arixtra|Fondaparinux sodium
Fondaparinux Sodium|Fondaparinux sodium
Fondaparinux Sodium Injection|Fondaparinux sodium
Velbe 1mg/ml|Vinblastine
Vinblastine Sulfate|Vinblastine
Vinblastine Sulfate Inj 1mg/ml|Vinblastine
Vinblastine Sulfate Injection|Vinblastine
Vinblastine Sulphate Injection|Vinblastine
Apo Propranolol Tab 10mg|Propranolol
Apo Propranolol Tab 120mg|Propranolol
Apo Propranolol Tab 40mg|Propranolol
Apo Propranolol Tab 80mg|Propranolol
Apo-propranolol Tab 20mg|Propranolol
Detensol Tab 10mg|Propranolol
Detensol Tab 120mg|Propranolol
Detensol Tab 40mg|Propranolol
Detensol Tab 80mg|Propranolol
Dom-propranolol Tablets|Propranolol
Dom-propranolol Tablets - 80mg|Propranolol
Hemangeol|Propranolol
Inderal 20 Tab 20mg|Propranolol
Inderal 80 Tab|Propranolol
Inderal Injectable Liq 1mg/ml|Propranolol
Inderal LA|Propranolol
Inderal La Cap 160mg|Propranolol
Inderal La Cap 80mg|Propranolol
Inderal Tab 120mg|Propranolol
Inderal Xl|Propranolol
Inderal-10 Tab 10mg|Propranolol
Inderal-120 Tab 120mg|Propranolol
Inderal-20 Tab 20mg|Propranolol
Inderal-40 Tab 40mg|Propranolol
Inderal-80 Tab 80mg|Propranolol
Inderal-la|Propranolol
Inderide-40 Tab|Propranolol
Inderide-80 Tab|Propranolol
Innopran Xl|Propranolol
Novo-pranol Tab 120mg|Propranolol
Nu-propranolol Tab 10mg|Propranolol
Nu-propranolol Tab 120mg|Propranolol
Nu-propranolol Tab 20mg|Propranolol
Nu-propranolol Tab 40mg|Propranolol
Nu-propranolol Tab 80mg|Propranolol
PMS-propranolol Tablets 10mg|Propranolol
PMS-propranolol Tablets 120mg|Propranolol
PMS-propranolol Tablets 40mg|Propranolol
PMS-propranolol Tablets 80mg|Propranolol
Propranolol|Propranolol
Propranolol Hydrochloride|Propranolol
Propranolol Hydrochloride and Hydrochlorothiazide|Propranolol
Propranolol Hydrochloride ER|Propranolol
Propranolol Hydrochloride Injection USP|Propranolol
Propranolol Hydrochloride Tablet 40mg|Propranolol
Propranolol Hyrochloride|Propranolol
Propranolol Tab 10mg|Propranolol
Propranolol Tab 40mg|Propranolol
Propranolol Tab 80mg|Propranolol
Propranolol-120 Tab 120mg|Propranolol
Propranolol-20 Tab 20mg|Propranolol
Teva-propranolol|Propranolol
Atropine|Atropine
Atropine 1%|Atropine
Atropine Injection BP|Atropine
Atropine Injection Bp 0.4mg/ml|Atropine
Atropine Injection Bp 0.6mg/ml|Atropine
Atropine Ont 1%|Atropine
Atropine Sulfate|Atropine
Atropine Sulfate Inj 0.1mg/ml|Atropine
Atropine Sulfate Inj 0.3mg/ml|Atropine
Atropine Sulfate Inj 0.4mg/0.5ml|Atropine
Atropine Sulfate Inj 0.4mg/ml|Atropine
Atropine Sulfate Inj 0.6mg/ml|Atropine
Atropine Sulfate Inj 1mg/ml|Atropine
Atropine Sulfate Injection|Atropine
Atropine Sulfate Injection USP|Atropine
Atropine Sulphate 1% - Liq Oph|Atropine
Atropisol|Atropine
Atropisol Oph Soln 1%|Atropine
Dioptic's Atropine Solution 1%|Atropine
Diphenoxylate Hcl and Atropine Sulfate|Atropine
Diphenoxylate Hydrochloride and Atropine Sulfate|Atropine
Enlon Plus|Atropine
Isopto Atropine  1%|Atropine
Lomotil|Atropine
Minims Atropine Sulphate 1%|Atropine
R.O.-atropine|Atropine
Fenoprofen|Fenoprofen
Fenoprofen Calcium|Fenoprofen
Nalfon|Fenoprofen
Nalfon Cap 300mg|Fenoprofen
Nalfon Tab 600mg|Fenoprofen
Pondimin Tab 20mg|Fenfluramine
Apo-clonidine|Clonidine
Apo-clonidine Tab 0.1mg|Clonidine
Apo-clonidine Tab 0.2mg|Clonidine
Catapres|Clonidine
Catapres Tab 0.1mg|Clonidine
Catapres Tab 0.2mg|Clonidine
Clonidine|Clonidine
Clonidine 0.1|Clonidine
Clonidine Hcl Tab 0.2mg|Clonidine
Clonidine Hydrochloride|Clonidine
Clonidine Hydrochloride Extended-Release|Clonidine
Clonidine Hydrochloride Extended-release|Clonidine
Clonidine Transdermal System|Clonidine
Dixarit Tab 0.025mg|Clonidine
Dom-clonidine|Clonidine
Duraclon|Clonidine
Kapvay|Clonidine
Nexiclon|Clonidine
Nexiclon Xr|Clonidine
Nu-clonidine Tab 0.1mg|Clonidine
Nu-clonidine Tab 0.2mg|Clonidine
Teva-clonidine|Clonidine
Apo-valacyclovir|Valaciclovir
Auro-valacyclovir|Valaciclovir
Co Valacyclovir|Valaciclovir
Dom-valacyclovir|Valaciclovir
Mylan-valacyclovir|Valaciclovir
PHL-valacyclovir|Valaciclovir
PMS-valacyclovir|Valaciclovir
Pro-valacyclovir|Valaciclovir
Riva-valacyclovir|Valaciclovir
Sandoz Valacyclovir|Valaciclovir
Teva-valacyclovir|Valaciclovir
Valacyclovir|Valaciclovir
Valacyclovir Hydrochloride|Valaciclovir
Valtrex|Valaciclovir
Sanorex|Mazindol
Apo-lactulose|Lactulose
Cephulac  Syr 667mg/ml|Lactulose
Chronulac Syr|Lactulose
Chronulac Syr 667mg/ml|Lactulose
Comalose R Sirop 10gm/15ml|Lactulose
Constulose|Lactulose
Duphalac|Lactulose
Duphalac Dry|Lactulose
Enulose|Lactulose
Gen-lac - Liq 667mg/ml|Lactulose
Generlac|Lactulose
Jamp-lactulose|Lactulose
Kristalose|Lactulose
Lactulax Sirop 10gm/15ml|Lactulose
Lactulose|Lactulose
Lactulose Solution USP - Liq 667mg/ml|Lactulose
Lactulose Solution, USP 667mg/ml|Lactulose
Lactulose Syrup|Lactulose
Orb-lactulose|Lactulose
Pharma-lactulose|Lactulose
PHL-lactulose Soln 667mg/ml|Lactulose
PMS-lactulose Syr 667mg/ml|Lactulose
Pro-lactulose - 667|Lactulose
Ratio-lactulose|Lactulose
Teva-lactulose|Lactulose
Woodward's Laxative Syrup|Lactulose
Ach-voriconazole|Voriconazole
Apo-voriconazole|Voriconazole
Mylan-voriconazole|Voriconazole
Sandoz Voriconazole|Voriconazole
Teva-voriconazole|Voriconazole
Vfend|Voriconazole
Vfend for Injection|Voriconazole
Voriconazole|Voriconazole
Voriconazole for Injection|Voriconazole
Carnitor|L-Carnitine
Carnitor - Liq IV 200mg/ml|L-Carnitine
Carnitor - Liq Orl 100mg/ml|L-Carnitine
Carnitor -tab 330mg|L-Carnitine
Carnitor Sf|L-Carnitine
Levocarnitine|L-Carnitine
Act Enalapril|Enalapril
Apo-enalapril Maleate/hctz|Enalapril
Apo-enalapril Tab 10mg|Enalapril
Apo-enalapril Tab 2.5mg|Enalapril
Apo-enalapril Tab 20mg|Enalapril
Apo-enalapril Tab 5mg|Enalapril
Ava-enalapril|Enalapril
Dom-enalapril|Enalapril
Enalapril|Enalapril
Enalapril Maleate|Enalapril
Enalapril Maleate and Hydrochlorothiazide|Enalapril
Enalapril/hctz|Enalapril
Ipg-enalapril|Enalapril
Mylan-enalapril|Enalapril
Nu-enalapril|Enalapril
PMS-enalapril|Enalapril
Pro-enalapril - 10|Enalapril
Pro-enalapril - 2.5|Enalapril
Pro-enalapril - 20|Enalapril
Pro-enalapril - 5|Enalapril
Ran-enalapril|Enalapril
Ratio-enalapril|Enalapril
Riva-enalapril|Enalapril
Sandoz Enalapril|Enalapril
Sig-enalapril|Enalapril
Taro-enalapril|Enalapril
Teva-enalapril|Enalapril
Teva-enalapril/hctz|Enalapril
Vaseretic|Enalapril
Vasotec|Enalapril
Apo-nizatidine|Nizatidine
Axid|Nizatidine
Axid Ar|Nizatidine
Dom-nizatidine 150mg Capsules|Nizatidine
Gen-nizatidine|Nizatidine
Nizatidine|Nizatidine
Nizatidine-150|Nizatidine
Nizatidine-300|Nizatidine
Novo-nizatidine|Nizatidine
Nu-nizatidine|Nizatidine
PHL-nizatidine|Nizatidine
PMS-nizatidine|Nizatidine
PMS-nizatidine 150mg Capsules|Nizatidine
Act Diclo-miso|Diclofenac
Apo-diclo|Diclofenac
Apo-diclo Rapide 50 Mg Tablets|Diclofenac
Apo-diclo SR|Diclofenac
Apo-diclofenac|Diclofenac
Apo-diclofenac Ophthalmic|Diclofenac
